SalesID,CustomerID,StoreID,ProductID,DateKey,Quantity,UnitPrice,UnitCost,DiscountPercent,TotalCost,TotalAmount,Sales,Profit,ProfitMarginPercent,PaymentMethod,OrderStatus
10115,2404,73,1016,20240328,3,14.99,6.63,0,19.89,44.97,44.97,25.08,55.77,Debit Card,Completed
10116,1526,6,1039,20240322,2,11.99,3.97,5,7.94,22.78,22.78,14.84,65.14,Debit Card,Completed
10117,799,59,1015,20251017,1,12.99,6.6,15,6.6,11.04,11.04,4.44,40.22,Cash,Completed
10118,2491,44,1003,20230911,1,899.0,727.29,5,727.29,854.05,854.05,-727.29,-85.16,Cash,Returned
10119,537,45,1008,20220102,1,34.99,21.17,20,21.17,27.99,27.99,6.82,24.37,Cash,Completed
10120,1512,68,1023,20230815,1,2.49,1.78,5,1.78,2.37,2.37,0.59,24.89,Credit Card,Completed
10121,1991,17,1044,20211129,1,59.99,31.85,10,31.85,53.99,53.99,22.14,41.01,Cash,Completed
10122,1757,3,1024,20240618,3,5.49,3.88,0,11.64,16.47,16.47,4.83,29.33,Cash,Completed
10123,1981,67,1004,20220707,4,1299.0,1140.52,0,4562.08,5196.0,5196.0,633.92,12.2,UPI/Wallet,Completed
10124,2769,60,1008,20221113,2,34.99,21.17,15,42.34,59.48,59.48,17.14,28.82,UPI/Wallet,Completed
10125,931,21,1046,20260205,1,29.99,15.5,5,15.5,28.49,28.49,12.99,45.59,UPI/Wallet,Completed
10126,237,1,1029,20211213,2,19.99,8.64,20,17.28,31.98,31.98,14.7,45.97,Cash,Completed
10127,966,46,1035,20250520,4,18.99,7.05,5,28.2,72.16,72.16,43.96,60.92,Cash,Completed
10128,2574,49,1008,20230707,2,34.99,21.17,5,42.34,66.48,66.48,24.14,36.31,Cash,Completed
10129,2120,21,1046,20230428,2,29.99,15.5,30,31.0,41.99,41.99,-31.0,-73.83,UPI/Wallet,Returned
10130,2717,68,1045,20250102,4,64.99,37.5,5,150.0,246.96,246.96,96.96,39.26,UPI/Wallet,Completed
10131,1232,23,1001,20241010,1,249.99,207.74,0,207.74,249.99,249.99,-207.74,-83.1,Credit Card,Returned
10132,2343,27,1028,20230924,2,89.99,47.87,10,95.74,161.98,161.98,66.24,40.89,Credit Card,Completed
10133,2970,43,1042,20260507,1,49.99,23.5,10,23.5,44.99,44.99,21.49,47.77,Credit Card,Completed
10134,786,44,1041,20211227,1,22.99,10.69,5,10.69,21.84,21.84,11.15,51.05,Debit Card,Completed
10135,1402,46,1015,20220726,3,12.99,6.6,30,19.8,27.28,27.28,7.48,27.42,Debit Card,Completed
10136,422,21,1045,20230715,1,64.99,37.5,20,37.5,51.99,51.99,14.49,27.87,Cash,Completed
10137,2536,10,1011,20230731,3,79.99,35.52,15,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
10138,2512,46,1009,20251214,4,29.99,14.94,0,59.76,119.96,119.96,60.2,50.18,Debit Card,Completed
10139,232,18,1041,20230113,4,22.99,10.69,15,42.76,78.17,78.17,35.41,45.3,Credit Card,Completed
10140,1231,76,1041,20230110,1,22.99,10.69,5,10.69,21.84,21.84,11.15,51.05,Net Banking,Completed
10141,951,74,1039,20250120,1,11.99,3.97,0,3.97,11.99,11.99,8.02,66.89,Cash,Completed
10142,1369,60,1022,20250328,2,3.99,2.63,15,5.26,6.78,6.78,1.52,22.42,Debit Card,Completed
10143,84,16,1024,20240621,1,5.49,3.88,0,3.88,5.49,5.49,1.61,29.33,UPI/Wallet,Completed
10144,308,54,1038,20240226,4,12.99,5.69,0,22.76,51.96,51.96,29.2,56.2,Debit Card,Completed
10145,1109,39,1007,20251014,1,14.99,9.55,10,9.55,13.49,13.49,3.94,29.21,Debit Card,Completed
10146,380,30,1014,20241231,1,19.99,8.48,20,8.48,15.99,15.99,7.51,46.97,Credit Card,Completed
10147,2511,5,1025,20250623,3,3.99,2.8,5,8.4,11.37,11.37,2.97,26.12,UPI/Wallet,Completed
10148,2643,41,1021,20230826,2,8.99,6.23,5,12.46,17.08,17.08,4.62,27.05,Credit Card,Completed
10149,1626,64,1011,20211018,1,79.99,35.52,5,35.52,75.99,75.99,40.47,53.26,Credit Card,Completed
10150,1394,54,1033,20210128,1,29.99,13.98,20,13.98,23.99,23.99,10.01,41.73,Debit Card,Completed
10151,990,33,1003,20220614,1,899.0,727.29,0,727.29,899.0,899.0,171.71,19.1,Credit Card,Completed
10152,1292,39,1023,20241226,1,2.49,1.78,5,1.78,2.37,2.37,0.59,24.89,Debit Card,Completed
10153,2358,50,1016,20220922,4,14.99,6.63,0,26.52,59.96,59.96,33.44,55.77,UPI/Wallet,Completed
10154,1581,67,1025,20210713,2,3.99,2.8,30,5.6,5.59,5.59,-0.01,-0.18,Cash,Completed
10155,1174,25,1019,20251123,3,6.99,5.11,5,15.33,19.92,19.92,4.59,23.04,Debit Card,Completed
10156,1606,54,1045,20241115,1,64.99,37.5,0,37.5,64.99,64.99,27.49,42.3,UPI/Wallet,Completed
10157,1388,18,1011,20250329,1,79.99,35.52,15,35.52,67.99,67.99,32.47,47.76,Cash,Completed
10158,289,40,1016,20210225,1,14.99,6.63,20,6.63,11.99,11.99,5.36,44.7,Credit Card,Completed
10159,2037,37,1038,20250414,1,12.99,5.69,0,5.69,12.99,12.99,7.3,56.2,UPI/Wallet,Completed
10160,997,71,1000,20210122,3,599.99,508.79,0,1526.37,1799.97,1799.97,273.6,15.2,Cash,Completed
10161,1775,36,1007,20231126,3,14.99,9.55,0,28.65,44.97,44.97,16.32,36.29,UPI/Wallet,Completed
10162,2968,4,1038,20250725,1,12.99,5.69,0,5.69,12.99,12.99,7.3,56.2,Credit Card,Completed
10163,797,36,1024,20210131,4,5.49,3.88,20,15.52,17.57,17.57,2.05,11.67,Cash,Completed
10164,1593,38,1009,20220822,3,29.99,14.94,0,44.82,89.97,89.97,45.15,50.18,Cash,Completed
10165,1794,22,1000,20240311,4,599.99,508.79,10,2035.16,2159.96,2159.96,124.8,5.78,Debit Card,Completed
10166,423,10,1030,20250123,2,24.99,8.77,15,0.0,0.0,0.0,0.0,0.0,UPI/Wallet,Cancelled
10167,2497,62,1023,20220717,2,2.49,1.78,0,3.56,4.98,4.98,-3.56,-71.49,Debit Card,Returned
10168,962,13,1033,20210710,5,29.99,13.98,0,69.9,149.95,149.95,-69.9,-46.62,UPI/Wallet,Returned
10169,982,24,1027,20220206,2,149.99,79.49,10,158.98,269.98,269.98,-158.98,-58.89,UPI/Wallet,Returned
10170,315,73,1014,20260119,1,19.99,8.48,5,8.48,18.99,18.99,10.51,55.34,Credit Card,Completed
10171,420,57,1032,20220421,3,44.99,22.54,5,67.62,128.22,128.22,60.6,47.26,UPI/Wallet,Completed
10172,388,47,1005,20231223,1,449.0,391.08,5,391.08,426.55,426.55,35.47,8.32,Debit Card,Completed
10173,2258,36,1001,20240630,1,249.99,207.74,15,207.74,212.49,212.49,4.75,2.24,Cash,Completed
10174,1686,41,1025,20240622,1,3.99,2.8,15,0.0,0.0,0.0,0.0,0.0,Debit Card,Cancelled
10175,394,61,1016,20260615,1,14.99,6.63,5,6.63,14.24,14.24,7.61,53.44,Credit Card,Completed
10176,1003,37,1038,20230129,3,12.99,5.69,5,17.07,37.02,37.02,19.95,53.89,Net Banking,Completed
10177,1975,6,1020,20211230,1,1.99,1.34,0,1.34,1.99,1.99,0.65,32.66,Credit Card,Completed
10178,1597,13,1017,20260628,1,3.49,2.58,0,2.58,3.49,3.49,0.91,26.07,Credit Card,Completed
10179,2649,45,1023,20240407,1,2.49,1.78,10,1.78,2.24,2.24,-1.78,-79.46,Cash,Returned
10180,950,12,1040,20230615,4,16.99,5.25,0,21.0,67.96,67.96,-21.0,-30.9,Debit Card,Returned
10181,2426,27,1045,20210608,4,64.99,37.5,5,150.0,246.96,246.96,-150.0,-60.74,Net Banking,Returned
10182,2657,69,1020,20220622,1,1.99,1.34,0,1.34,1.99,1.99,0.65,32.66,UPI/Wallet,Completed
10183,805,21,1043,20221211,3,89.99,46.16,5,138.48,256.47,256.47,117.99,46.01,UPI/Wallet,Completed
10184,534,65,1005,20260209,1,449.0,391.08,5,391.08,426.55,426.55,35.47,8.32,Credit Card,Completed
10185,2339,25,1045,20231003,1,64.99,37.5,0,37.5,64.99,64.99,27.49,42.3,Credit Card,Completed
10186,1030,23,1028,20210717,2,89.99,47.87,5,95.74,170.98,170.98,75.24,44.01,Credit Card,Completed
10187,2925,9,1045,20251214,1,64.99,37.5,5,0.0,0.0,0.0,0.0,0.0,Net Banking,Cancelled
10188,67,57,1007,20260406,2,14.99,9.55,0,19.1,29.98,29.98,10.88,36.29,UPI/Wallet,Completed
10189,46,68,1029,20250727,5,19.99,8.64,0,43.2,99.95,99.95,56.75,56.78,UPI/Wallet,Completed
10190,23,69,1026,20220507,1,129.99,66.29,5,66.29,123.49,123.49,57.2,46.32,UPI/Wallet,Completed
10191,1809,35,1045,20221204,2,64.99,37.5,5,75.0,123.48,123.48,48.48,39.26,Debit Card,Completed
10192,1689,3,1044,20250512,1,59.99,31.85,10,31.85,53.99,53.99,22.14,41.01,UPI/Wallet,Completed
10193,734,41,1010,20210528,3,44.99,19.98,20,59.94,107.98,107.98,48.04,44.49,Credit Card,Completed
10194,1609,77,1018,20250924,1,4.99,3.41,5,3.41,4.74,4.74,1.33,28.06,Net Banking,Completed
10195,2123,51,1019,20250206,4,6.99,5.11,0,20.44,27.96,27.96,-20.44,-73.1,Credit Card,Returned
10196,2206,33,1012,20220206,1,39.99,16.04,10,16.04,35.99,35.99,-16.04,-44.57,Credit Card,Returned
10197,948,33,1027,20240304,1,149.99,79.49,0,79.49,149.99,149.99,70.5,47.0,Credit Card,Completed
10198,398,22,1029,20240705,5,19.99,8.64,0,43.2,99.95,99.95,56.75,56.78,Net Banking,Completed
10199,509,38,1034,20240923,2,19.99,10.37,10,20.74,35.98,35.98,15.24,42.36,Cash,Completed
10200,1570,61,1019,20240818,1,6.99,5.11,0,5.11,6.99,6.99,1.88,26.9,Debit Card,Completed
10201,1394,43,1029,20210516,1,19.99,8.64,0,8.64,19.99,19.99,11.35,56.78,Debit Card,Completed
10202,1900,7,1014,20230831,1,19.99,8.48,0,8.48,19.99,19.99,11.51,57.58,Credit Card,Completed
10203,303,38,1004,20210225,1,1299.0,1140.52,10,1140.52,1169.1,1169.1,28.58,2.44,UPI/Wallet,Completed
10204,2563,8,1043,20240223,5,89.99,46.16,5,230.8,427.45,427.45,196.65,46.01,Credit Card,Completed
10205,38,2,1021,20240102,2,8.99,6.23,20,12.46,14.38,14.38,1.92,13.35,Debit Card,Completed
10206,2207,77,1025,20260517,1,3.99,2.8,0,2.8,3.99,3.99,1.19,29.82,Debit Card,Completed
10207,496,16,1012,20241006,2,39.99,16.04,5,32.08,75.98,75.98,43.9,57.78,UPI/Wallet,Completed
10208,1518,34,1021,20230319,2,8.99,6.23,0,12.46,17.98,17.98,5.52,30.7,Debit Card,Completed
10209,2025,27,1017,20230723,4,3.49,2.58,0,10.32,13.96,13.96,3.64,26.07,Cash,Completed
10210,2875,16,1002,20251002,3,999.99,804.99,0,2414.97,2999.97,2999.97,585.0,19.5,Debit Card,Completed
10211,1066,10,1021,20250702,1,8.99,6.23,15,6.23,7.64,7.64,1.41,18.46,UPI/Wallet,Completed
10212,1766,58,1028,20220310,1,89.99,47.87,30,47.87,62.99,62.99,-47.87,-76.0,Credit Card,Returned
10213,229,75,1019,20210530,1,6.99,5.11,0,5.11,6.99,6.99,1.88,26.9,Debit Card,Completed
10214,392,70,1005,20240323,2,449.0,391.08,5,782.16,853.1,853.1,70.94,8.32,Net Banking,Completed
10215,1460,55,1000,20240101,1,599.99,508.79,20,508.79,479.99,479.99,-28.8,-6.0,Net Banking,Completed
10216,251,10,1017,20220927,3,3.49,2.58,5,7.74,9.95,9.95,2.21,22.21,Cash,Completed
10217,2103,46,1010,20230923,5,44.99,19.98,0,99.9,224.95,224.95,125.05,55.59,UPI/Wallet,Completed
10218,2637,55,1010,20230430,1,44.99,19.98,15,19.98,38.24,38.24,18.26,47.75,Debit Card,Completed
10219,815,19,1002,20250310,2,999.99,804.99,15,1609.98,1699.98,1699.98,90.0,5.29,UPI/Wallet,Completed
10220,97,30,1037,20231226,1,9.99,3.67,0,3.67,9.99,9.99,6.32,63.26,Credit Card,Completed
10221,553,49,1040,20230806,1,16.99,5.25,0,5.25,16.99,16.99,11.74,69.1,UPI/Wallet,Completed
10222,154,13,1029,20250131,5,19.99,8.64,0,43.2,99.95,99.95,56.75,56.78,Cash,Completed
10223,1055,19,1018,20240118,1,4.99,3.41,0,3.41,4.99,4.99,1.58,31.66,UPI/Wallet,Completed
10224,1275,52,1040,20260321,1,16.99,5.25,10,5.25,15.29,15.29,10.04,65.66,Debit Card,Completed
10225,1367,76,1022,20230408,1,3.99,2.63,15,2.63,3.39,3.39,0.76,22.42,Cash,Completed
10226,2365,58,1026,20250421,2,129.99,66.29,0,132.58,259.98,259.98,127.4,49.0,Credit Card,Completed
10227,1043,67,1020,20210409,1,1.99,1.34,0,1.34,1.99,1.99,0.65,32.66,Cash,Completed
10228,568,69,1019,20250930,2,6.99,5.11,10,10.22,12.58,12.58,2.36,18.76,UPI/Wallet,Completed
10229,342,4,1000,20220724,2,599.99,508.79,10,1017.58,1079.98,1079.98,62.4,5.78,Credit Card,Completed
10230,2095,56,1015,20220922,1,12.99,6.6,0,6.6,12.99,12.99,6.39,49.19,Credit Card,Completed
10231,2500,4,1011,20240713,4,79.99,35.52,15,142.08,271.97,271.97,129.89,47.76,Credit Card,Completed
10232,1844,40,1037,20230909,4,9.99,3.67,20,14.68,31.97,31.97,17.29,54.08,UPI/Wallet,Completed
10233,213,47,1005,20210613,2,449.0,391.08,10,782.16,808.2,808.2,26.04,3.22,Credit Card,Completed
10234,1726,33,1027,20250228,1,149.99,79.49,5,79.49,142.49,142.49,63.0,44.21,Credit Card,Completed
10235,2698,35,1008,20220616,1,34.99,21.17,20,21.17,27.99,27.99,6.82,24.37,UPI/Wallet,Completed
10236,1712,27,1044,20240201,1,59.99,31.85,5,31.85,56.99,56.99,25.14,44.11,UPI/Wallet,Completed
10237,1140,3,1011,20240201,1,79.99,35.52,0,35.52,79.99,79.99,44.47,55.59,Cash,Completed
10238,378,63,1027,20210319,2,149.99,79.49,20,158.98,239.98,239.98,-158.98,-66.25,Credit Card,Returned
10239,555,62,1019,20221231,2,6.99,5.11,20,10.22,11.18,11.18,0.96,8.59,Cash,Completed
10240,1092,34,1045,20251122,5,64.99,37.5,10,187.5,292.46,292.46,104.96,35.89,UPI/Wallet,Completed
10241,2562,58,1025,20230714,3,3.99,2.8,10,8.4,10.77,10.77,2.37,22.01,Debit Card,Completed
10242,1812,25,1023,20210807,1,2.49,1.78,0,1.78,2.49,2.49,0.71,28.51,Credit Card,Completed
10243,2550,19,1005,20260414,2,449.0,391.08,0,782.16,898.0,898.0,115.84,12.9,UPI/Wallet,Completed
10244,2893,32,1012,20220630,3,39.99,16.04,0,48.12,119.97,119.97,71.85,59.89,Credit Card,Completed
10245,979,70,1032,20250130,1,44.99,22.54,0,22.54,44.99,44.99,22.45,49.9,Debit Card,Completed
10246,2579,22,1044,20241230,1,59.99,31.85,0,31.85,59.99,59.99,28.14,46.91,Debit Card,Completed
10247,253,35,1039,20241016,1,11.99,3.97,0,3.97,11.99,11.99,8.02,66.89,Credit Card,Completed
10248,2230,6,1004,20251116,1,1299.0,1140.52,5,1140.52,1234.05,1234.05,93.53,7.58,Credit Card,Completed
10249,550,69,1001,20230406,4,249.99,207.74,10,830.96,899.96,899.96,69.0,7.67,Debit Card,Completed
10250,67,76,1032,20210512,1,44.99,22.54,30,22.54,31.49,31.49,8.95,28.42,Credit Card,Completed
10251,1876,67,1004,20210725,1,1299.0,1140.52,20,1140.52,1039.2,1039.2,-101.32,-9.75,Cash,Completed
10252,2962,25,1008,20250120,1,34.99,21.17,20,21.17,27.99,27.99,6.82,24.37,Cash,Completed
10253,832,52,1023,20210824,2,2.49,1.78,30,3.56,3.49,3.49,-0.07,-2.01,Debit Card,Completed
10254,2104,15,1034,20251006,4,19.99,10.37,0,41.48,79.96,79.96,38.48,48.12,UPI/Wallet,Completed
10255,1426,10,1002,20220709,1,999.99,804.99,15,804.99,849.99,849.99,45.0,5.29,Credit Card,Completed
10256,1293,17,1005,20260402,1,449.0,391.08,30,391.08,314.3,314.3,-76.78,-24.43,Credit Card,Completed
10257,42,34,1021,20220619,3,8.99,6.23,15,18.69,22.92,22.92,4.23,18.46,UPI/Wallet,Completed
10258,2770,6,1044,20210208,1,59.99,31.85,10,31.85,53.99,53.99,22.14,41.01,Debit Card,Completed
10259,2347,68,1039,20241202,4,11.99,3.97,20,15.88,38.37,38.37,-15.88,-41.39,Cash,Returned
10260,307,64,1018,20260427,3,4.99,3.41,0,10.23,14.97,14.97,4.74,31.66,Net Banking,Completed
10261,819,31,1025,20250217,2,3.99,2.8,10,5.6,7.18,7.18,1.58,22.01,Credit Card,Completed
10262,1419,75,1045,20260426,2,64.99,37.5,10,75.0,116.98,116.98,41.98,35.89,Credit Card,Completed
10263,2023,74,1029,20260528,1,19.99,8.64,5,8.64,18.99,18.99,10.35,54.5,UPI/Wallet,Completed
10264,2036,32,1024,20220819,2,5.49,3.88,20,7.76,8.78,8.78,1.02,11.62,UPI/Wallet,Completed
10265,466,8,1038,20251222,1,12.99,5.69,0,0.0,0.0,0.0,0.0,0.0,Cash,Cancelled
10266,44,71,1036,20260221,1,14.99,6.36,0,6.36,14.99,14.99,8.63,57.57,Credit Card,Completed
10267,1631,71,1032,20260628,1,44.99,22.54,10,22.54,40.49,40.49,17.95,44.33,UPI/Wallet,Completed
10268,2110,31,1046,20240518,1,29.99,15.5,0,15.5,29.99,29.99,-15.5,-51.68,Debit Card,Returned
10269,1293,5,1018,20230628,1,4.99,3.41,0,3.41,4.99,4.99,1.58,31.66,UPI/Wallet,Completed
10270,2875,18,1027,20210515,1,149.99,79.49,0,79.49,149.99,149.99,70.5,47.0,Credit Card,Completed
10271,1539,26,1020,20241011,1,1.99,1.34,5,1.34,1.89,1.89,0.55,29.1,Credit Card,Completed
10272,578,18,1013,20221111,3,24.99,11.45,15,34.35,63.72,63.72,29.37,46.09,Credit Card,Completed
10273,1179,14,1029,20220327,1,19.99,8.64,5,8.64,18.99,18.99,10.35,54.5,Credit Card,Completed
10274,1772,40,1027,20260515,1,149.99,79.49,0,79.49,149.99,149.99,70.5,47.0,Cash,Completed
10275,1428,44,1039,20230910,2,11.99,3.97,0,7.94,23.98,23.98,16.04,66.89,UPI/Wallet,Completed
10276,617,34,1041,20260116,2,22.99,10.69,0,21.38,45.98,45.98,24.6,53.5,Debit Card,Completed
10277,2331,29,1041,20240903,1,22.99,10.69,0,10.69,22.99,22.99,-10.69,-46.5,Credit Card,Returned
10278,2099,67,1004,20240822,2,1299.0,1140.52,0,2281.04,2598.0,2598.0,316.96,12.2,Cash,Completed
10279,606,36,1010,20220208,2,44.99,19.98,30,39.96,62.99,62.99,-39.96,-63.44,Net Banking,Returned
10280,2135,54,1025,20210815,2,3.99,2.8,15,5.6,6.78,6.78,1.18,17.4,UPI/Wallet,Completed
10281,25,18,1038,20250128,1,12.99,5.69,0,5.69,12.99,12.99,7.3,56.2,UPI/Wallet,Completed
10282,1617,56,1017,20240412,1,3.49,2.58,5,2.58,3.32,3.32,0.74,22.29,Debit Card,Completed
10283,1762,27,1036,20230414,2,14.99,6.36,10,12.72,26.98,26.98,14.26,52.85,Credit Card,Completed
10284,1710,45,1008,20210107,4,34.99,21.17,0,84.68,139.96,139.96,55.28,39.5,Net Banking,Completed
10285,2911,14,1039,20260301,1,11.99,3.97,0,3.97,11.99,11.99,8.02,66.89,Debit Card,Completed
10286,716,52,1016,20210322,2,14.99,6.63,15,13.26,25.48,25.48,12.22,47.96,Credit Card,Completed
10287,1792,35,1036,20240128,2,14.99,6.36,5,12.72,28.48,28.48,15.76,55.34,Debit Card,Completed
10288,316,66,1007,20220112,3,14.99,9.55,0,28.65,44.97,44.97,16.32,36.29,Credit Card,Completed
10289,1427,43,1001,20220402,5,249.99,207.74,0,1038.7,1249.95,1249.95,211.25,16.9,UPI/Wallet,Completed
10290,381,8,1037,20231026,2,9.99,3.67,30,7.34,13.99,13.99,6.65,47.53,Cash,Completed
10291,453,29,1043,20210911,2,89.99,46.16,15,92.32,152.98,152.98,60.66,39.65,Credit Card,Completed
10292,256,29,1032,20240515,3,44.99,22.54,15,67.62,114.72,114.72,47.1,41.06,UPI/Wallet,Completed
10293,2590,15,1016,20230622,4,14.99,6.63,0,26.52,59.96,59.96,33.44,55.77,Debit Card,Completed
10294,1042,1,1024,20240925,1,5.49,3.88,30,3.88,3.84,3.84,-0.04,-1.04,Debit Card,Completed
10295,2260,38,1033,20240520,1,29.99,13.98,0,13.98,29.99,29.99,16.01,53.38,Cash,Completed
10296,2619,70,1021,20260419,1,8.99,6.23,0,6.23,8.99,8.99,2.76,30.7,Cash,Completed
10297,1717,71,1038,20221104,3,12.99,5.69,5,17.07,37.02,37.02,19.95,53.89,Net Banking,Completed
10298,164,54,1007,20240424,1,14.99,9.55,20,9.55,11.99,11.99,2.44,20.35,Debit Card,Completed
10299,2613,77,1038,20250310,3,12.99,5.69,15,17.07,33.12,33.12,16.05,48.46,Net Banking,Completed
10300,2653,10,1026,20211227,2,129.99,66.29,10,132.58,233.98,233.98,101.4,43.34,Credit Card,Completed
10301,461,62,1033,20250403,1,29.99,13.98,5,13.98,28.49,28.49,14.51,50.93,Credit Card,Completed
10302,2606,24,1011,20260221,2,79.99,35.52,10,71.04,143.98,143.98,72.94,50.66,UPI/Wallet,Completed
10303,939,70,1023,20250831,4,2.49,1.78,0,7.12,9.96,9.96,2.84,28.51,Debit Card,Completed
10304,2499,5,1005,20251230,1,449.0,391.08,5,391.08,426.55,426.55,35.47,8.32,Credit Card,Completed
10305,2957,58,1040,20220120,1,16.99,5.25,0,0.0,0.0,0.0,0.0,0.0,UPI/Wallet,Cancelled
10306,1635,21,1002,20240324,3,999.99,804.99,30,2414.97,2099.98,2099.98,-314.99,-15.0,Credit Card,Completed
10307,1703,22,1036,20230917,1,14.99,6.36,10,6.36,13.49,13.49,7.13,52.85,UPI/Wallet,Completed
10308,1098,21,1009,20210426,1,29.99,14.94,0,14.94,29.99,29.99,15.05,50.18,UPI/Wallet,Completed
10309,2308,58,1000,20251025,2,599.99,508.79,10,1017.58,1079.98,1079.98,62.4,5.78,Cash,Completed
10310,74,53,1028,20231117,1,89.99,47.87,15,47.87,76.49,76.49,28.62,37.42,Debit Card,Completed
10311,268,77,1044,20260320,4,59.99,31.85,5,127.4,227.96,227.96,100.56,44.11,Cash,Completed
10312,2713,60,1038,20230227,1,12.99,5.69,15,5.69,11.04,11.04,5.35,48.46,Credit Card,Completed
10313,1670,59,1004,20251116,1,1299.0,1140.52,5,1140.52,1234.05,1234.05,93.53,7.58,Credit Card,Completed
10314,2787,36,1007,20210811,1,14.99,9.55,10,9.55,13.49,13.49,3.94,29.21,Credit Card,Completed
10315,458,26,1000,20250629,2,599.99,508.79,10,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
10316,589,39,1014,20260511,2,19.99,8.48,5,16.96,37.98,37.98,21.02,55.34,Debit Card,Completed
10317,1231,11,1039,20240929,5,11.99,3.97,20,19.85,47.96,47.96,28.11,58.61,Net Banking,Completed
10318,510,51,1010,20231004,4,44.99,19.98,0,79.92,179.96,179.96,100.04,55.59,Debit Card,Completed
10319,2896,21,1004,20230923,2,1299.0,1140.52,15,2281.04,2208.3,2208.3,-72.74,-3.29,Credit Card,Completed
10320,2177,64,1037,20260307,4,9.99,3.67,30,14.68,27.97,27.97,13.29,47.52,Debit Card,Completed
10321,2302,72,1023,20240326,1,2.49,1.78,0,1.78,2.49,2.49,0.71,28.51,Cash,Completed
10322,1116,18,1018,20220921,3,4.99,3.41,5,10.23,14.22,14.22,3.99,28.06,Credit Card,Completed
10323,1915,22,1046,20240722,2,29.99,15.5,30,31.0,41.99,41.99,10.99,26.17,Cash,Completed
10324,190,69,1040,20251201,2,16.99,5.25,0,10.5,33.98,33.98,23.48,69.1,UPI/Wallet,Completed
10325,327,35,1046,20241214,1,29.99,15.5,5,15.5,28.49,28.49,12.99,45.59,Debit Card,Completed
10326,1410,62,1005,20211027,3,449.0,391.08,0,1173.24,1347.0,1347.0,173.76,12.9,Credit Card,Completed
10327,1641,40,1004,20250623,1,1299.0,1140.52,10,1140.52,1169.1,1169.1,28.58,2.44,UPI/Wallet,Completed
10328,98,38,1021,20220221,1,8.99,6.23,5,6.23,8.54,8.54,2.31,27.05,Credit Card,Completed
10329,1096,11,1018,20240102,2,4.99,3.41,10,6.82,8.98,8.98,2.16,24.05,Credit Card,Completed
10330,2350,33,1001,20260509,3,249.99,207.74,20,623.22,599.98,599.98,-23.24,-3.87,Debit Card,Completed
10331,2919,77,1013,20250519,2,24.99,11.45,20,22.9,39.98,39.98,17.08,42.72,Cash,Completed
10332,2462,77,1009,20250309,1,29.99,14.94,5,14.94,28.49,28.49,13.55,47.56,Credit Card,Completed
10333,1382,25,1018,20260402,1,4.99,3.41,0,0.0,0.0,0.0,0.0,0.0,UPI/Wallet,Cancelled
10334,1633,19,1001,20240629,4,249.99,207.74,5,830.96,949.96,949.96,119.0,12.53,Credit Card,Completed
10335,2860,57,1027,20221202,1,149.99,79.49,15,79.49,127.49,127.49,48.0,37.65,Debit Card,Completed
10336,1125,19,1032,20221205,2,44.99,22.54,0,45.08,89.98,89.98,-45.08,-50.1,Credit Card,Returned
10337,749,23,1001,20250602,1,249.99,207.74,10,207.74,224.99,224.99,17.25,7.67,Credit Card,Completed
10338,470,2,1035,20230224,5,18.99,7.05,30,35.25,66.47,66.47,31.22,46.97,Cash,Completed
10339,1215,70,1002,20260302,2,999.99,804.99,0,1609.98,1999.98,1999.98,390.0,19.5,UPI/Wallet,Completed
10340,1156,58,1022,20210809,1,3.99,2.63,0,2.63,3.99,3.99,1.36,34.09,Credit Card,Completed
10341,2082,14,1027,20260502,1,149.99,79.49,15,79.49,127.49,127.49,48.0,37.65,UPI/Wallet,Completed
10342,789,13,1021,20220725,2,8.99,6.23,20,12.46,14.38,14.38,1.92,13.35,Credit Card,Completed
10343,2160,8,1009,20220504,1,29.99,14.94,0,14.94,29.99,29.99,15.05,50.18,Credit Card,Completed
10344,93,52,1037,20220408,1,9.99,3.67,0,3.67,9.99,9.99,6.32,63.26,Credit Card,Completed
10345,2132,49,1041,20211028,4,22.99,10.69,0,42.76,91.96,91.96,49.2,53.5,Credit Card,Completed
10346,1992,51,1041,20211023,1,22.99,10.69,5,10.69,21.84,21.84,-10.69,-48.95,Credit Card,Returned
10347,1186,11,1018,20240102,1,4.99,3.41,30,3.41,3.49,3.49,0.08,2.29,UPI/Wallet,Completed
10348,2553,3,1008,20240418,2,34.99,21.17,5,42.34,66.48,66.48,24.14,36.31,Cash,Completed
10349,263,55,1045,20251001,3,64.99,37.5,10,112.5,175.47,175.47,62.97,35.89,Cash,Completed
10350,2467,56,1031,20260629,4,15.99,6.4,0,25.6,63.96,63.96,38.36,59.97,Cash,Completed
10351,2558,3,1046,20260415,1,29.99,15.5,0,15.5,29.99,29.99,-15.5,-51.68,UPI/Wallet,Returned
10352,2560,28,1013,20211210,1,24.99,11.45,10,11.45,22.49,22.49,11.04,49.09,Debit Card,Completed
10353,444,27,1046,20211019,1,29.99,15.5,0,15.5,29.99,29.99,14.49,48.32,UPI/Wallet,Completed
10354,933,38,1035,20240421,1,18.99,7.05,5,7.05,18.04,18.04,10.99,60.92,Debit Card,Completed
10355,843,75,1038,20251030,1,12.99,5.69,0,5.69,12.99,12.99,7.3,56.2,Credit Card,Completed
